username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
Ligne5_RATP;2017-10-10 15:54;0;0;"Pour l'instant la ligne 5 n'est pas concernée, cpdt, je vous invite à consulter le lien suivant: http:// ow.ly/KcBv30fLZV8 Izia";;;;"917750218195685376";https://twitter.com/Ligne5_RATP/status/917750218195685376
Ligne5_RATP;2017-10-09 14:14;1;2;"Demain, le trafic sera normal sur votre #ligne5 #RATP . En savoir plus : http:// ratp.fr/infos-trafic #greve10octobre pic.twitter.com/rk8QblKCEg";;;#ligne5 #RATP #greve10octobre;"917362745028366336";https://twitter.com/Ligne5_RATP/status/917362745028366336
Ligne5_RATP;2017-10-08 09:45;1;0;"Retour à un trafic régulier sur l'ensemble de la #Ligne5 #RATP . Incident terminé.";;;#Ligne5 #RATP;"916932544083394560";https://twitter.com/Ligne5_RATP/status/916932544083394560
Ligne5_RATP;2017-10-08 09:28;1;0;"09:25, le trafic est perturbé sur la ligne (panne de signalisation) #RATP #Ligne5";;;#RATP #Ligne5;"916928264232488960";https://twitter.com/Ligne5_RATP/status/916928264232488960
Ligne5_RATP;2017-10-07 11:00;0;0;"Pr vs faire profiter de la #NuitBlanche la #RATP adapte son offre de transport + d’infos : https: http://www. ratp.fr/nuitblanche . Bonne soirée !";;;#NuitBlanche #RATP;"916589001422893057";https://twitter.com/Ligne5_RATP/status/916589001422893057
Ligne5_RATP;2017-10-06 15:42;0;0;"Retour à un trafic régulier sur l'ensemble de la #Ligne5 #RATP . Incident terminé.";;;#Ligne5 #RATP;"916297608750096385";https://twitter.com/Ligne5_RATP/status/916297608750096385
Ligne5_RATP;2017-10-06 15:20;2;0;"15:18, la rame stationne à Eg. de Pantin en dir. de Bobigny-P-Picasso (malaise voyageur) #RATP #Ligne5";;;#RATP #Ligne5;"916292072818249728";https://twitter.com/Ligne5_RATP/status/916292072818249728
Ligne5_RATP;2017-10-06 14:10;0;0;"Pr vs faire profiter de la #NuitBlanche la #RATP adapte son offre de transport + d’infos : https: http://www. ratp.fr/nuitblanche . Bonne soirée !";;;#NuitBlanche #RATP;"916274357999210496";https://twitter.com/Ligne5_RATP/status/916274357999210496
Ligne5_RATP;2017-10-05 19:21;0;1;"Retour à un trafic régulier sur l'ensemble de la #Ligne5 #RATP . Panne matériel.";;;#Ligne5 #RATP;"915990370277670912";https://twitter.com/Ligne5_RATP/status/915990370277670912
Ligne5_RATP;2017-10-05 19:13;1;1;"19:09, le trafic est perturbé entre Bastille et Bobigny-P-Picasso (panne de matériel) #RATP #Ligne5";;;#RATP #Ligne5;"915988321343598593";https://twitter.com/Ligne5_RATP/status/915988321343598593
Ligne5_RATP;2017-10-05 18:16;0;1;"Retour à un trafic régulier sur l'ensemble de la #Ligne5 #RATP . Incident terminé.";;;#Ligne5 #RATP;"915973976194781184";https://twitter.com/Ligne5_RATP/status/915973976194781184
Ligne5_RATP;2017-10-05 16:12;2;2;"16:09, le trafic reprend progressivement entre Jaures et Republique (colis suspect) #RATP #Ligne5";;;#RATP #Ligne5;"915942770925285377";https://twitter.com/Ligne5_RATP/status/915942770925285377
Ligne5_RATP;2017-10-05 16:01;1;0;"15:59, le trafic est interrompu entre Jaures et Republique. Reprise estimée à 16:15. (colis suspect) #RATP #Ligne5";;;#RATP #Ligne5;"915940002768486400";https://twitter.com/Ligne5_RATP/status/915940002768486400
Ligne5_RATP;2017-10-05 15:58;2;1;"15:56, le trafic est interrompu entre Jaures et Republique. Reprise estimée à 16:30. (colis suspect) #RATP #Ligne5";;;#RATP #Ligne5;"915939248796311554";https://twitter.com/Ligne5_RATP/status/915939248796311554
Ligne5_RATP;2017-10-05 15:31;2;0;"15:28, le trafic est interrompu entre Jaures et Gare du Nord. Reprise estimée à 16:00. (colis suspect) #RATP #Ligne5";;;#RATP #Ligne5;"915932453038108672";https://twitter.com/Ligne5_RATP/status/915932453038108672
Ligne5_RATP;2017-10-03 13:40;1;0;"Incident terminé.Retour à un trafic normal sur l'ensemble de la #Ligne5 #RATP .";;;#Ligne5 #RATP;"915179772577304582";https://twitter.com/Ligne5_RATP/status/915179772577304582
Ligne5_RATP;2017-10-03 13:10;1;1;"13:08, le trafic est perturbé sur la ligne (incident technique) #RATP #Ligne5";;;#RATP #Ligne5;"915172097714016257";https://twitter.com/Ligne5_RATP/status/915172097714016257
Ligne5_RATP;2017-10-03 13:03;1;0;"13:00, le trafic reprend progressivement (incident technique) #RATP #Ligne5";;;#RATP #Ligne5;"915170356553568256";https://twitter.com/Ligne5_RATP/status/915170356553568256
Ligne5_RATP;2017-10-03 13:02;0;0;"Incident terminé.Retour à un trafic normal sur l'ensemble de la #Ligne5 #RATP";;;#Ligne5 #RATP;"915170158313910272";https://twitter.com/Ligne5_RATP/status/915170158313910272
Ligne5_RATP;2017-10-03 12:53;1;0;"12:49, le trafic est interrompu entre Bastille et Place d'Italie. Reprise estimée à 13:00. (incident technique) #RATP #Ligne5";;;#RATP #Ligne5;"915167802977374209";https://twitter.com/Ligne5_RATP/status/915167802977374209
Ligne5_RATP;2017-10-03 12:50;0;0;"Retour à un trafic régulier sur l'ensemble de la #Ligne5 #RATP . Incident terminé.";;;#Ligne5 #RATP;"915167058001842181";https://twitter.com/Ligne5_RATP/status/915167058001842181
Ligne5_RATP;2017-10-03 12:24;1;0;"12:21, le trafic est perturbé sur la ligne (incident technique) #RATP #Ligne5";;;#RATP #Ligne5;"915160533673881600";https://twitter.com/Ligne5_RATP/status/915160533673881600
Ligne5_RATP;2017-10-03 12:00;1;0;"05:35, le trafic reprend progressivement (incident technique) #RATP #Ligne5";;;#RATP #Ligne5;"915154474372608000";https://twitter.com/Ligne5_RATP/status/915154474372608000
Ligne5_RATP;2017-10-03 11:55;1;0;"05:30, le trafic est interrompu entre Bastille et Gare du Nord. Reprise estimée à 12:15. (incident technique) #RATP #Ligne5";;;#RATP #Ligne5;"915153206623293440";https://twitter.com/Ligne5_RATP/status/915153206623293440
Ligne5_RATP;2017-10-03 11:46;2;1;"11:40, le trafic est interrompu entre Bastille et Gare du Nord. Reprise estimée à 11:55. (incident technique) #RATP #Ligne5";;;#RATP #Ligne5;"915150956966420480";https://twitter.com/Ligne5_RATP/status/915150956966420480
Ligne5_RATP;2017-10-03 11:27;1;1;"11:23, le trafic est interrompu entre Gare du Nord et Republique. Reprise estimée à 11:45. (incident technique) #RATP #Ligne5";;;#RATP #Ligne5;"915146159605338112";https://twitter.com/Ligne5_RATP/status/915146159605338112
Ligne5_RATP;2017-09-29 06:05;0;0;"Retour à un trafic régulier sur l'ensemble de la #Ligne5 #RATP . Incident terminé.";;;#Ligne5 #RATP;"913615577503199232";https://twitter.com/Ligne5_RATP/status/913615577503199232
Ligne5_RATP;2017-09-29 05:53;1;0;"05:50, le trafic est perturbé sur la ligne (incident technique) #RATP #Ligne5";;;#RATP #Ligne5;"913612555540664321";https://twitter.com/Ligne5_RATP/status/913612555540664321
Ligne5_RATP;2017-09-23 18:05;0;1;"Fin de la manifestation impactant la ligne #Ligne5 .";;;#Ligne5;"911622453708955648";https://twitter.com/Ligne5_RATP/status/911622453708955648
Ligne5_RATP;2017-09-23 17:55;0;1;"[Manifestation] La station Quai de la Rapée est de nouveau ouverte au public. #RATP #Ligne5";;;#RATP #Ligne5;"911620018001076225";https://twitter.com/Ligne5_RATP/status/911620018001076225
Ligne5_RATP;2017-09-23 12:01;0;0;"[Manifestation] La station Quai de la Rapée est fermée au public, les trains passent sans marquer l’arrêt. #RATP #Ligne5";;;#RATP #Ligne5;"911531028703059968";https://twitter.com/Ligne5_RATP/status/911531028703059968
Ligne5_RATP;2017-09-20 15:49;0;0;"Retour à un trafic régulier sur l'ensemble de la #Ligne5 #RATP . Incident terminé.";;;#Ligne5 #RATP;"910501257407811585";https://twitter.com/Ligne5_RATP/status/910501257407811585
Ligne5_RATP;2017-09-20 15:43;1;1;"15:39, la rame stationne à Breguet-Sabin en dir. de Bobigny-P-Picasso (malaise voyageur) #RATP #Ligne5";;;#RATP #Ligne5;"910499552792375296";https://twitter.com/Ligne5_RATP/status/910499552792375296
Ligne5_RATP;2017-09-18 20:28;0;1;"Retour à un trafic régulier sur l'ensemble de la #Ligne5 #RATP . Incident terminé";;;#Ligne5 #RATP;"909846575215730688";https://twitter.com/Ligne5_RATP/status/909846575215730688
Ligne5_RATP;2017-09-18 20:17;0;0;"20:15, l'arrêt n'est pas marqué à Bobigny-Pantin (accident grave de voyageur) #RATP #Ligne5";;;#RATP #Ligne5;"909843731616010240";https://twitter.com/Ligne5_RATP/status/909843731616010240
Ligne5_RATP;2017-09-18 20:00;2;0;"19:57, le trafic est interrompu entre Eg. de Pantin et Bobigny-P-Picasso (accident grave de voyageur) #RATP #Ligne5";;;#RATP #Ligne5;"909839453308497920";https://twitter.com/Ligne5_RATP/status/909839453308497920
Ligne5_RATP;2017-09-18 16:33;0;1;"Retour à un trafic régulier sur l'ensemble de la #Ligne5 #RATP . Incident terminé.";;;#Ligne5 #RATP;"909787362171002880";https://twitter.com/Ligne5_RATP/status/909787362171002880
Ligne5_RATP;2017-09-18 16:13;1;2;"16:10, le trafic est perturbé sur la ligne (incident technique) #RATP #Ligne5";;;#RATP #Ligne5;"909782326942584837";https://twitter.com/Ligne5_RATP/status/909782326942584837
Ligne5_RATP;2017-09-18 16:04;1;0;"16:01, le trafic est interrompu entre Republique et Place d'Italie (incident technique) #RATP #Ligne5";;;#RATP #Ligne5;"909780061284335616";https://twitter.com/Ligne5_RATP/status/909780061284335616
Ligne5_RATP;2017-09-18 15:46;1;0;"15:43, le trafic est perturbé sur la ligne (incident d'exploitation) #RATP #Ligne5";;;#RATP #Ligne5;"909775533654847488";https://twitter.com/Ligne5_RATP/status/909775533654847488
Ligne5_RATP;2017-09-15 23:04;0;0;"Retour à un trafic régulier sur l'ensemble de la #Ligne5 #RATP . Incident terminé.";;;#Ligne5 #RATP;"908798741678886912";https://twitter.com/Ligne5_RATP/status/908798741678886912
Ligne5_RATP;2017-09-15 22:30;0;2;"22:28, le trafic reprend progressivement (colis suspect) #RATP #Ligne5";;;#RATP #Ligne5;"908790038405709824";https://twitter.com/Ligne5_RATP/status/908790038405709824
Ligne5_RATP;2017-09-15 21:55;1;0;"21:53, le trafic est interrompu entre Bastille et Place d'Italie (colis suspect) #RATP #Ligne5";;;#RATP #Ligne5;"908781230769963008";https://twitter.com/Ligne5_RATP/status/908781230769963008
Ligne5_RATP;2017-09-15 21:44;0;0;"Pour modifier votre trajet, vous êtes invités à vous rendre sur la recherche d’itinéraire personnalisée : http:// admin-prod-aw.ratp.fr/itineraires";;;;"908778598424764416";https://twitter.com/Ligne5_RATP/status/908778598424764416
Ligne5_RATP;2017-09-15 21:36;1;1;"21:34, le trafic est interrompu entre Bastille et Place d'Italie. Reprise estimée à 21:50. (colis suspect) #RATP #Ligne5";;;#RATP #Ligne5;"908776448340758528";https://twitter.com/Ligne5_RATP/status/908776448340758528
Ligne5_RATP;2017-09-14 11:29;2;2;"Nos #athlètesRATP s’associent à la joie suscitée par la victoire de @Paris2024 ! #ANousLesJeux #Paris2024 http:// ow.ly/kuwZ30f92gt";;@Paris2024;#athl #ANousLesJeux #Paris2024;"908261327986192384";https://twitter.com/Ligne5_RATP/status/908261327986192384
Ligne5_RATP;2017-09-13 20:33;0;0;"Retour à un trafic régulier sur l'ensemble de la #Ligne5 #RATP . Incident terminé.";;;#Ligne5 #RATP;"908035818773721089";https://twitter.com/Ligne5_RATP/status/908035818773721089
Ligne5_RATP;2017-09-13 19:04;2;1;"19:01, le trafic est perturbé sur la ligne (panne de signalisation) #RATP #Ligne5";;;#RATP #Ligne5;"908013421655982085";https://twitter.com/Ligne5_RATP/status/908013421655982085
