username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
Ligne13_RATP;2017-10-12 19:37;0;0;"Retour à un trafic régulier sur l'ensemble de la #Ligne13 #RATP . Incident terminé.";;;#Ligne13 #RATP;"918531075399438338";https://twitter.com/Ligne13_RATP/status/918531075399438338
Ligne13_RATP;2017-10-12 19:05;2;1;"19:02, le trafic est perturbé de Mairie Clichy vers Asnieres-Gennevilliers Les Courtilles (divers incidents) #RATP #Ligne13";;;#RATP #Ligne13;"918523022813925376";https://twitter.com/Ligne13_RATP/status/918523022813925376
Ligne13_RATP;2017-10-11 16:27;0;1;"Retour à un trafic régulier sur l'ensemble de la #Ligne13 #RATP .";;;#Ligne13 #RATP;"918120773197365248";https://twitter.com/Ligne13_RATP/status/918120773197365248
Ligne13_RATP;2017-10-11 16:11;1;1;"[Malaise voyageur] Incident terminé, cependant le trafic reste perturbé sur l'ensemble de la ligne #RATP #Ligne13";;;#RATP #Ligne13;"918116774310277122";https://twitter.com/Ligne13_RATP/status/918116774310277122
Ligne13_RATP;2017-10-11 15:44;6;0;"15:43, le trafic est perturbé sur la ligne (malaise voyageur) #RATP #Ligne13";;;#RATP #Ligne13;"918110051352694785";https://twitter.com/Ligne13_RATP/status/918110051352694785
Ligne13_RATP;2017-10-11 10:25;1;0;"Retour à un trafic régulier sur l'ensemble de la #Ligne13 #RATP . Incident terminé";;;#Ligne13 #RATP;"918029673052897280";https://twitter.com/Ligne13_RATP/status/918029673052897280
Ligne13_RATP;2017-10-11 09:56;1;1;"09:54, le trafic est perturbé sur la ligne (incident technique) #RATP #Ligne13";;;#RATP #Ligne13;"918022474557808640";https://twitter.com/Ligne13_RATP/status/918022474557808640
Ligne13_RATP;2017-10-11 09:37;1;1;"Retour à un trafic régulier sur l'ensemble de la #Ligne13 #RATP . Incident terminé.";;;#Ligne13 #RATP;"918017692770226181";https://twitter.com/Ligne13_RATP/status/918017692770226181
Ligne13_RATP;2017-10-11 07:42;5;2;"07:41, le trafic est perturbé sur la ligne (panne de signalisation) #RATP #Ligne13";;;#RATP #Ligne13;"917988752429076481";https://twitter.com/Ligne13_RATP/status/917988752429076481
Ligne13_RATP;2017-10-10 20:38;3;3;"Retour à un trafic régulier sur l'ensemble de la #Ligne13 #RATP . Incident terminé.";;;#Ligne13 #RATP;"917821650715987968";https://twitter.com/Ligne13_RATP/status/917821650715987968
Ligne13_RATP;2017-10-10 19:15;2;1;"En répercussion de l'incident à Garibaldi, le trafic est perturbé sur l'ensemble de la ligne. #RATP #Ligne13";;;#RATP #Ligne13;"917800785622261760";https://twitter.com/Ligne13_RATP/status/917800785622261760
