username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
Ligne8_RATP;2017-10-12 23:03;1;0;"L'arrêt est à nouveu marqué à Ecole Militaire (colis suspect) #RATP #Ligne8";;;#RATP #Ligne8;"918582961490006016";https://twitter.com/Ligne8_RATP/status/918582961490006016
Ligne8_RATP;2017-10-12 22:22;1;1;"22:19, l'arrêt n'est pas marqué à Ecole Militaire (colis suspect) #RATP #Ligne8";;;#RATP #Ligne8;"918572599327821824";https://twitter.com/Ligne8_RATP/status/918572599327821824
Ligne8_RATP;2017-10-12 14:50;0;0;"Retour à un trafic régulier sur l'ensemble de la #Ligne8 #RATP . Incident terminé.";;;#Ligne8 #RATP;"918458851657244672";https://twitter.com/Ligne8_RATP/status/918458851657244672
Ligne8_RATP;2017-10-12 14:24;0;0;"Incident terminé, reprise progressive du trafic sur l'ensemble de la ligne (voyageur sur la voie) #RATP #Ligne8";;;#RATP #Ligne8;"918452210786357248";https://twitter.com/Ligne8_RATP/status/918452210786357248
Ligne8_RATP;2017-10-12 14:23;1;0;"14:22, le trafic reprend progressivement (voyageur sur la voie) #RATP #Ligne8";;;#RATP #Ligne8;"918452055890677760";https://twitter.com/Ligne8_RATP/status/918452055890677760
Ligne8_RATP;2017-10-12 14:17;1;1;"14:13, le trafic est interrompu entre Concorde et Reuilly-Did. Reprise estimée à 14:20. (voyageur sur la voie) #RATP #Ligne8";;;#RATP #Ligne8;"918450545320488960";https://twitter.com/Ligne8_RATP/status/918450545320488960
Ligne8_RATP;2017-10-12 14:12;1;1;"14:09, le trafic est interrompu entre Concorde et Reuilly-Did. (voyageur sur la voie) #RATP #Ligne8";;;#RATP #Ligne8;"918449286974726144";https://twitter.com/Ligne8_RATP/status/918449286974726144
Ligne8_RATP;2017-10-10 18:40;1;0;"Fin de la manifestation impactant la ligne #Ligne8 .";;;#Ligne8;"917791968842932226";https://twitter.com/Ligne8_RATP/status/917791968842932226
Ligne8_RATP;2017-10-10 18:40;1;0;"Retour à un trafic régulier sur l'ensemble de la #Ligne8 #RATP . Incident terminé.";;;#Ligne8 #RATP;"917791964040441856";https://twitter.com/Ligne8_RATP/status/917791964040441856
Ligne8_RATP;2017-10-10 18:30;1;0;"La station Chemin vert est rouverte au public. #RATP #Ligne8";;;#RATP #Ligne8;"917789455062269952";https://twitter.com/Ligne8_RATP/status/917789455062269952
Ligne8_RATP;2017-10-10 16:58;1;0;"La station Saint-Sébastien Froissard est rouverte au public. #RATP #Ligne8";;;#RATP #Ligne8;"917766315816996864";https://twitter.com/Ligne8_RATP/status/917766315816996864
Ligne8_RATP;2017-10-10 16:54;0;1;"@jessilyes La station Filles du Calvaire est réouverte. #RATP #Ligne8";;@jessilyes;#RATP #Ligne8;"917765185594634241";https://twitter.com/Ligne8_RATP/status/917765185594634241
Ligne8_RATP;2017-10-10 16:34;0;1;"Bonjour, Bastille n'est pas fermée, je vous ai donné 1 mauvaise informée. Toutes mes excuses. Caty";;;;"917760238127845376";https://twitter.com/Ligne8_RATP/status/917760238127845376
Ligne8_RATP;2017-10-10 16:06;0;1;"Bonjour, Reuilly-Diderot n'est pas fermé au public. Tino. #RATP #Ligne8";;;#RATP #Ligne8;"917753138580541441";https://twitter.com/Ligne8_RATP/status/917753138580541441
Ligne8_RATP;2017-10-10 16:01;0;1;"Bonjour, la stat°ne rouvrira que sur ordre des services de Police. Nous vous tiendrons informés. Caty.";;;;"917752009230610433";https://twitter.com/Ligne8_RATP/status/917752009230610433
Ligne8_RATP;2017-10-10 13:50;3;3;"En raison d'une manifestation, les stations Filles du Calvaire, ST-Sébastien-Froissart et Chemin Vert sont fermées au public. #RATP #Ligne8";;;#RATP #Ligne8;"917718868889686016";https://twitter.com/Ligne8_RATP/status/917718868889686016
Ligne8_RATP;2017-10-09 14:17;3;4;"Demain, le trafic sera normal sur votre #ligne8 #RATP . En savoir plus : http:// ratp.fr/infos-trafic #greve10octobre pic.twitter.com/yaFl5WVYGv";;;#ligne8 #RATP #greve10octobre;"917363497826123777";https://twitter.com/Ligne8_RATP/status/917363497826123777
Ligne8_RATP;2017-10-08 17:30;2;1;"17:27, la rame stationne à Charenton-Ecoles en dir. de Balard (incident voyageur) #RATP #Ligne8";;;#RATP #Ligne8;"917049563973898240";https://twitter.com/Ligne8_RATP/status/917049563973898240
Ligne8_RATP;2017-10-08 09:14;2;1;"09h13, la rame repart à la station Porte Doree en direction de Pointe du Lac #RATP #Ligne8";;;#RATP #Ligne8;"916924665548984320";https://twitter.com/Ligne8_RATP/status/916924665548984320
