username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
Ligne7_RATP;2017-10-13 06:34;0;1;"Retour à un trafic régulier sur l'ensemble de la #Ligne7 #RATP . Incident terminé.";;;#Ligne7 #RATP;"918696501609578496";https://twitter.com/Ligne7_RATP/status/918696501609578496
Ligne7_RATP;2017-10-13 05:51;1;0;"05:49, le trafic reprend progressivement entre Courneuve-8-Mai-45 et Pte Villette (voyageur sur la voie) #RATP #Ligne7";;;#RATP #Ligne7;"918685593868967936";https://twitter.com/Ligne7_RATP/status/918685593868967936
Ligne7_RATP;2017-10-13 05:43;1;0;"05:40, le trafic est interrompu entre Courneuve-8-Mai-45 et Pte Villette. Reprise estimée à 06:05. (voyageur sur la voie) #RATP #Ligne7";;;#RATP #Ligne7;"918683580745768961";https://twitter.com/Ligne7_RATP/status/918683580745768961
Ligne7_RATP;2017-10-13 05:32;1;0;"05:22, le trafic est interrompu entre Courneuve-8-Mai-45 et Pte Villette. Reprise estimée à 05:45. (voyageur sur la voie) #RATP #Ligne7";;;#RATP #Ligne7;"918680812496678913";https://twitter.com/Ligne7_RATP/status/918680812496678913
Ligne7_RATP;2017-10-11 16:40;8;23;"En attendant l'expo @philharmonie , RDV à Châtelet pr découvrir une série de photos cultes de Barbara #RATPpartenaire http:// ratp.fr/expo-barbara pic.twitter.com/D41cRFyq4y";;@philharmonie;#RATPpartenaire;"918124247767232512";https://twitter.com/Ligne7_RATP/status/918124247767232512
Ligne7_RATP;2017-10-10 17:25;0;0;"Retour à un trafic régulier sur l'ensemble de la #Ligne7 #RATP . Incident terminé.";;;#Ligne7 #RATP;"917773084022669312";https://twitter.com/Ligne7_RATP/status/917773084022669312
Ligne7_RATP;2017-10-10 17:00;1;0;"16:58, le trafic est perturbé sur la ligne (panne de signalisation) #RATP #Ligne7";;;#RATP #Ligne7;"917766789890826240";https://twitter.com/Ligne7_RATP/status/917766789890826240
Ligne7_RATP;2017-10-10 09:52;0;0;"Bonjour, trafic normal sur l'ensemble de la ligne. Bonne journée Néo";;;;"917659002028331008";https://twitter.com/Ligne7_RATP/status/917659002028331008
Ligne7_RATP;2017-10-09 14:16;1;9;"Demain, le trafic sera normal sur votre #ligne7 #RATP . En savoir plus : http:// ratp.fr/infos-trafic #greve10octobre pic.twitter.com/XQD6dHuYAN";;;#ligne7 #RATP #greve10octobre;"917363244829937664";https://twitter.com/Ligne7_RATP/status/917363244829937664
Ligne7_RATP;2017-10-08 10:33;1;0;"10:32, fin d'incident [intervention des services techniques], le trafic est rétabli sur la ligne #RATP #Ligne7";;;#RATP #Ligne7;"916944531488149504";https://twitter.com/Ligne7_RATP/status/916944531488149504
Ligne7_RATP;2017-10-08 09:23;2;0;"09:21, le trafic reprend progressivement (intervention des équipes techniques) #RATP #Ligne7";;;#RATP #Ligne7;"916927011590934528";https://twitter.com/Ligne7_RATP/status/916927011590934528
Ligne7_RATP;2017-10-08 09:03;3;1;"09:00, le trafic est interrompu entre Chaussee d'Antin (La Fayette) et Stalingrad (intervention des équipes techniques) #RATP #Ligne7";;;#RATP #Ligne7;"916921972730269696";https://twitter.com/Ligne7_RATP/status/916921972730269696
Ligne7_RATP;2017-10-08 02:24;0;0;"Retour à un trafic régulier sur l'ensemble de la #Ligne7 #RATP . Incident terminé.";;;#Ligne7 #RATP;"916821562728288258";https://twitter.com/Ligne7_RATP/status/916821562728288258
Ligne7_RATP;2017-10-08 01:58;3;1;"01:55, le trafic est interrompu entre Courneuve-8-Mai-45 et Pte Villette. Reprise estimée à 02:15. (voyageur sur la voie) #RATP #Ligne7";;;#RATP #Ligne7;"916815018427142144";https://twitter.com/Ligne7_RATP/status/916815018427142144
Ligne7_RATP;2017-10-07 11:00;0;1;"Pr vs faire profiter de la #NuitBlanche la #RATP adapte son offre de transport + d’infos : https: http://www. ratp.fr/nuitblanche . Bonne soirée !";;;#NuitBlanche #RATP;"916588970657579008";https://twitter.com/Ligne7_RATP/status/916588970657579008
Ligne7_RATP;2017-10-06 19:02;0;0;"Retour à un trafic régulier sur l'ensemble de la #Ligne7 #RATP . Incident terminé.";;;#Ligne7 #RATP;"916347940448464902";https://twitter.com/Ligne7_RATP/status/916347940448464902
Ligne7_RATP;2017-10-06 18:49;0;1;"18:46, la rame stationne à Chateau Landon en dir. de Courneuve-8-Mai-45 (voyageur sur la voie) #RATP #Ligne7";;;#RATP #Ligne7;"916344669319192576";https://twitter.com/Ligne7_RATP/status/916344669319192576
Ligne7_RATP;2017-10-06 14:10;3;2;"Pr vs faire profiter de la #NuitBlanche la #RATP adapte son offre de transport + d’infos : https: http://www. ratp.fr/nuitblanche . Bonne soirée !";;;#NuitBlanche #RATP;"916274357684621312";https://twitter.com/Ligne7_RATP/status/916274357684621312
Ligne7_RATP;2017-10-05 09:58;0;0;"Bonjour cela fait suite à une anomalie de signalisation, mais le trafic redevient régulier. Bonne journée. ViNi";;;;"915848713691680768";https://twitter.com/Ligne7_RATP/status/915848713691680768
Ligne7_RATP;2017-10-05 09:20;0;0;"Bonjour, il est prévu de remplacer les rames sur cette ligne dans les années à venir par un matériel de nouvelle génération. Marie";;;;"915839056768114688";https://twitter.com/Ligne7_RATP/status/915839056768114688
Ligne7_RATP;2017-10-04 21:55;3;1;"21:54, l'arrêt est à nouveau marqué à Chateau Landon (malaise voyageur) #RATP #Ligne7";;;#RATP #Ligne7;"915666612598067201";https://twitter.com/Ligne7_RATP/status/915666612598067201
Ligne7_RATP;2017-10-04 19:13;2;0;"19:04, l'arrêt n'est pas marqué à Chateau Landon (malaise voyageur) #RATP #Ligne7";;;#RATP #Ligne7;"915625820890308608";https://twitter.com/Ligne7_RATP/status/915625820890308608
Ligne7_RATP;2017-10-04 19:05;0;0;"Le trafic reprend sur la ligne mais l'arrêt à Château Landon direction Villejuif n'est pas assuré. #RATP #Ligne7";;;#RATP #Ligne7;"915623971185446912";https://twitter.com/Ligne7_RATP/status/915623971185446912
Ligne7_RATP;2017-10-04 18:53;0;2;"Massage cardiaque en cours à Château Landon, le SAMU vient d'arriver, nous vous tenons informés des que possible. #RATP #Ligne7";;;#RATP #Ligne7;"915620975789690881";https://twitter.com/Ligne7_RATP/status/915620975789690881
Ligne7_RATP;2017-10-04 18:52;2;0;"18:50, le trafic est interrompu entre Chaussee d'Antin (La Fayette) et Stalingrad. Reprise estimée à 19:30. (malaise voyageur) #RATP #Ligne7";;;#RATP #Ligne7;"915620535492636674";https://twitter.com/Ligne7_RATP/status/915620535492636674
Ligne7_RATP;2017-10-04 18:49;2;0;"18:47, le trafic est interrompu entre Chaussee d'Antin (La Fayette) et Stalingrad (malaise voyageur) #RATP #Ligne7";;;#RATP #Ligne7;"915619781000286213";https://twitter.com/Ligne7_RATP/status/915619781000286213
Ligne7_RATP;2017-10-04 18:39;1;0;"18:36, la rame stationne à Chateau Landon (malaise voyageur) #RATP #Ligne7";;;#RATP #Ligne7;"915617263956393984";https://twitter.com/Ligne7_RATP/status/915617263956393984
Ligne7_RATP;2017-10-04 11:51;0;0;"Retour à un trafic régulier sur l'ensemble de la #Ligne7 #RATP . Incident terminé.";;;#Ligne7 #RATP;"915514587168026625";https://twitter.com/Ligne7_RATP/status/915514587168026625
Ligne7_RATP;2017-10-04 10:48;2;0;"10:46, le trafic est perturbé sur la ligne (malaise voyageur) #RATP #Ligne7";;;#RATP #Ligne7;"915498732937981953";https://twitter.com/Ligne7_RATP/status/915498732937981953
Ligne7_RATP;2017-10-04 10:43;1;1;"10:40, la rame stationne à Pyramides en dir. de Mairie d'Ivry / Villejuif-L.Aragon (malaise voyageur) #RATP #Ligne7";;;#RATP #Ligne7;"915497482221744128";https://twitter.com/Ligne7_RATP/status/915497482221744128
Ligne7_RATP;2017-10-04 10:33;2;0;"10:30, fin d'incident, la station Le Peletier est de nouveau ouverte. #RATP #Ligne7";;;#RATP #Ligne7;"915495029761806336";https://twitter.com/Ligne7_RATP/status/915495029761806336
Ligne7_RATP;2017-10-04 09:53;3;1;"09:51, l'arrêt n'est pas marqué à Le Peletier. Reprise estimée à 10:45. (mesure de sécurité) #RATP #Ligne7";;;#RATP #Ligne7;"915484891793563648";https://twitter.com/Ligne7_RATP/status/915484891793563648
Ligne7_RATP;2017-10-04 08:59;3;1;"08:54 A la demande de la Police, la sta° Le Peletier est fermée au public. Présence d'un colis suspect à proximité de la sta° #RATP #Ligne7";;;#RATP #Ligne7;"915471396217778176";https://twitter.com/Ligne7_RATP/status/915471396217778176
Ligne7_RATP;2017-10-04 08:51;2;0;"08:44, l'arrêt n'est pas marqué à Le Peletier. Reprise estimée à 09:45. (mesure de sécurité) #RATP #Ligne7";;;#RATP #Ligne7;"915469290861744128";https://twitter.com/Ligne7_RATP/status/915469290861744128
Ligne7_RATP;2017-10-03 09:21;0;0;"Bonjour, le trafic est régulier sur la #Ligne7 #RATP . Bonne journée. ^H";;;#Ligne7 #RATP;"915114458875355136";https://twitter.com/Ligne7_RATP/status/915114458875355136
Ligne7_RATP;2017-10-02 21:07;0;0;"Retour à un trafic régulier sur l'ensemble de la #Ligne7 #RATP . Incident terminé.";;;#Ligne7 #RATP;"914929737876860933";https://twitter.com/Ligne7_RATP/status/914929737876860933
Ligne7_RATP;2017-10-02 21:00;0;0;"La rame repart à la station Mairie d'Ivry. Incident terminé #RATP #Ligne7";;;#RATP #Ligne7;"914928028974587905";https://twitter.com/Ligne7_RATP/status/914928028974587905
Ligne7_RATP;2017-10-02 20:52;0;0;"20:49, la rame stationne à Mairie d'Ivry (panne de matériel) #RATP #Ligne7";;;#RATP #Ligne7;"914925959618469889";https://twitter.com/Ligne7_RATP/status/914925959618469889
Ligne7_RATP;2017-10-02 17:45;1;1;"17:41, le trafic reprend progressivement entre Chaussee d'Antin (La Fayette) et Place d'Italie (colis suspect) #RATP #Ligne7";;;#RATP #Ligne7;"914878898684473349";https://twitter.com/Ligne7_RATP/status/914878898684473349
Ligne7_RATP;2017-10-02 17:31;1;1;"Les équipes spécialisées sont sur place. Le trafic est toujours interrompu. Reprise estimée vers 17h50. #RATP #Ligne7";;;#RATP #Ligne7;"914875556738535424";https://twitter.com/Ligne7_RATP/status/914875556738535424
Ligne7_RATP;2017-10-02 17:04;2;0;"Les services de #Police sont en cours d’intervention à la station Pont-Neuf #RATP #Ligne7";;;#Police #RATP #Ligne7;"914868716327841792";https://twitter.com/Ligne7_RATP/status/914868716327841792
Ligne7_RATP;2017-10-02 17:02;1;3;"En raison d'un colis suspect à Pont-Neuf, trafic interrompu entre Chaussée d'Antin La Fayette et Place d'Italie. reprise estimée vers 17h20.";;;;"914868101568716802";https://twitter.com/Ligne7_RATP/status/914868101568716802
Ligne7_RATP;2017-10-02 16:50;1;0;"16:48, le trafic est perturbé sur la ligne (colis suspect) #RATP #Ligne7";;;#RATP #Ligne7;"914865057548455936";https://twitter.com/Ligne7_RATP/status/914865057548455936
Ligne7_RATP;2017-10-02 16:34;3;0;"16:31, le trafic est perturbé sur la ligne (malaise voyageur) #RATP #Ligne7";;;#RATP #Ligne7;"914861031083692033";https://twitter.com/Ligne7_RATP/status/914861031083692033
Ligne7_RATP;2017-10-02 16:31;0;0;"Les sapeurs-pompiers #BSPP sont sur place et prennent en charge le voyageur malade #Ligne7 #RATP";;;#BSPP #Ligne7 #RATP;"914860333596053504";https://twitter.com/Ligne7_RATP/status/914860333596053504
Ligne7_RATP;2017-10-02 16:30;0;0;"Nos agents #RATP ont alerté les équipes de secours #Ligne7 #RATP";;;#RATP #Ligne7 #RATP;"914860084626378752";https://twitter.com/Ligne7_RATP/status/914860084626378752
Ligne7_RATP;2017-10-02 16:25;2;0;"16:23, la rame stationne à Pont Neuf (malaise voyageur) #RATP #Ligne7";;;#RATP #Ligne7;"914858766536933376";https://twitter.com/Ligne7_RATP/status/914858766536933376
Ligne7_RATP;2017-10-02 08:03;2;1;"Retour à un trafic régulier sur l'ensemble de la #Ligne7 #RATP . Incident terminé.";;;#Ligne7 #RATP;"914732551385894912";https://twitter.com/Ligne7_RATP/status/914732551385894912
Ligne7_RATP;2017-10-02 07:23;1;2;"07:20, le trafic est perturbé sur la ligne (panne de signalisation) #RATP #Ligne7";;;#RATP #Ligne7;"914722368274223105";https://twitter.com/Ligne7_RATP/status/914722368274223105
Ligne7_RATP;2017-09-30 18:33;0;0;"Retour à un trafic régulier sur l'ensemble de la #Ligne7bis #RATP . Incident terminé.";;;#Ligne7bis #RATP;"914166209045811200";https://twitter.com/Ligne7_RATP/status/914166209045811200
