username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
RERE_SNCF;2017-10-12 17:12;0;0;"Je vous avez relayé un billet sur le sujet de la restitution tardive des travaux. Quelle est votre demande ? + d'annonces ? + anticipées ?";;;;"918494603275325440";https://twitter.com/RERE_SNCF/status/918494603275325440
RERE_SNCF;2017-10-12 17:09;0;0;"C'est 2€. Désolée pour la coquille.";;;;"918493773239373824";https://twitter.com/RERE_SNCF/status/918493773239373824
RERE_SNCF;2017-10-12 17:08;0;1;"J'ai pris en compte votre demande et je m'en occupe.";;;;"918493631295709184";https://twitter.com/RERE_SNCF/status/918493631295709184
RERE_SNCF;2017-10-12 17:07;0;0;"C'est une erreur :( J'ai RT avec le bon prix. Désolée.";;;;"918493393373876225";https://twitter.com/RERE_SNCF/status/918493393373876225
RERE_SNCF;2017-10-12 17:06;0;0;"On est ouverts à toutes vos suggestions si elles sont constructives.";;;;"918492973301731328";https://twitter.com/RERE_SNCF/status/918492973301731328
RERE_SNCF;2017-10-12 17:04;0;0;"Tout à fait @adelbos mais là ce n'est pas le cas.";;@adelbos;;"918492604739792897";https://twitter.com/RERE_SNCF/status/918492604739792897
RERE_SNCF;2017-10-12 17:03;0;0;"L'animation avait lieu ce matin. Je vous tiens au courant si on renouvelle l'opération.";;;;"918492362581606401";https://twitter.com/RERE_SNCF/status/918492362581606401
RERE_SNCF;2017-10-12 17:01;0;0;"Non la personne n'a pas été poussée.";;;;"918491890697326593";https://twitter.com/RERE_SNCF/status/918491890697326593
RERE_SNCF;2017-10-12 17:00;0;0;"Oui je travaille dessus.";;;;"918491692780720130";https://twitter.com/RERE_SNCF/status/918491692780720130
RERE_SNCF;2017-10-12 16:56;0;0;"Oui ! :)";;;;"918490519306752000";https://twitter.com/RERE_SNCF/status/918490519306752000
RERE_SNCF;2017-10-12 16:47;0;0;"Les escalators vont tous être changés.";;;;"918488350151139328";https://twitter.com/RERE_SNCF/status/918488350151139328
RERE_SNCF;2017-10-12 16:36;0;0;"Bjr @CollectifRERE il va me falloir un peu plus de précisions sur le train concerné, l'horaire et la gare. Merci";;@CollectifRERE;;"918485471445028864";https://twitter.com/RERE_SNCF/status/918485471445028864
RERE_SNCF;2017-10-12 16:03;0;0;"Je note votre question et reviendrai vers vous lorsque j'aurai rencontré les équipes du T4 (le 24.10).";;;;"918477333551550466";https://twitter.com/RERE_SNCF/status/918477333551550466
