username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
Ligne11_RATP;2017-10-10 12:19;0;0;"Bonjour, la #Ligne11 fonctionne correctement, pour plus d’informations, https://www. ratp.fr / . Bonne journée. ^H";;;#Ligne11;"917696083647754240";https://twitter.com/Ligne11_RATP/status/917696083647754240
Ligne11_RATP;2017-10-09 14:22;0;1;"Demain, le trafic sera normal sur votre #ligne11 #RATP . En savoir plus : http:// ratp.fr/infos-trafic #greve10octobre pic.twitter.com/3QjF0W0RrC";;;#ligne11 #RATP #greve10octobre;"917364689583202307";https://twitter.com/Ligne11_RATP/status/917364689583202307
Ligne11_RATP;2017-10-08 12:58;0;1;"Retour à un trafic régulier sur l'ensemble de la #Ligne11 #RATP . Incident terminé.";;;#Ligne11 #RATP;"916981112097902592";https://twitter.com/Ligne11_RATP/status/916981112097902592
Ligne11_RATP;2017-10-08 12:51;1;0;"12:51, Retour à un trafic régulier sur l'ensemble de la #Ligne11 #RATP . Incident terminé.";;;#Ligne11 #RATP;"916979472825536512";https://twitter.com/Ligne11_RATP/status/916979472825536512
Ligne11_RATP;2017-10-08 12:45;1;0;"12:43, le trafic reprend progressivement (colis suspect) #RATP #Ligne11";;;#RATP #Ligne11;"916977840893153280";https://twitter.com/Ligne11_RATP/status/916977840893153280
Ligne11_RATP;2017-10-08 12:42;0;0;"12:41,Le colis suspect a été diagnostiqué sans risque par les services de #Police #RATP #Ligne11";;;#Police #RATP #Ligne11;"916977085176057856";https://twitter.com/Ligne11_RATP/status/916977085176057856
Ligne11_RATP;2017-10-08 12:41;0;0;"12:39,Les services de #Police sont en cours d’intervention #RATP #Ligne11";;;#Police #RATP #Ligne11;"916976794972155904";https://twitter.com/Ligne11_RATP/status/916976794972155904
Ligne11_RATP;2017-10-08 12:32;2;1;"12:31, le trafic est interrompu entre Pte des Lilas et Mairie Lilas. Reprise estimée à 13:30. (colis suspect) #RATP #Ligne11";;;#RATP #Ligne11;"916974569252163585";https://twitter.com/Ligne11_RATP/status/916974569252163585
Ligne11_RATP;2017-10-08 12:29;1;0;"12:27, le trafic est interrompu entre Pte des Lilas et Mairie Lilas (colis suspect) #RATP #Ligne11";;;#RATP #Ligne11;"916973814839500800";https://twitter.com/Ligne11_RATP/status/916973814839500800
Ligne11_RATP;2017-10-07 11:00;0;1;"Pr vs faire profiter de la #NuitBlanche la #RATP adapte son offre de transport + d’infos : https: http://www. ratp.fr/nuitblanche . Bonne soirée !";;;#NuitBlanche #RATP;"916588975275630594";https://twitter.com/Ligne11_RATP/status/916588975275630594
